ADDITIONAL_TEXT;ID_LANGUAGE;PARAMETER_NUMBER;ERROR_TEXT;INVOKE_TYPE
saml.status.OD_failure;5;1;Alarma DE - Detector %1% en avería.;samel
saml.status.OD_in_alarm;1;1;Alarma DE - Detector %1% en alarma.;samel
saml.status.OD_in_alarm;5;1;Alarma DE - Detector %1% en alarma.;samel
saml.status.OD_no_data;1;1;Alarma DE - Detector %1% sin datos.;samel
saml.status.OD_no_data;5;1;Alarma DE - Detector %1% sin datos.;samel
saml.status.OD_ok;1;1;Alarma DE - Detector %1% en orden.;samel
saml.status.OD_ok;5;1;Alarma DE - Detector %1% en orden.;samel
saml.status.OD_out_of_service;1;1;Alarma DE - Detector %1% fuera de servicio.;samel
saml.status.OD_out_of_service;5;1;Alarma DE - Detector %1% fuera de servicio.;samel
saml.status.OD_prealarm;1;1;Alarma DE - Detector %1% en prealarma.;samel
saml.status.OD_prealarm;5;1;Alarma DE - Detector %1% en prealarma.;samel
saml.status.OM_active_double_channel;1;1;OM Activo (Configuración doble canal);samel
saml.status.OM_active_double_channel;5;1;OM Activo (Configuración doble canal);samel
saml.status.OM_reserve_double_channel;1;1;OM en espera (Configuración doble canal);samel
saml.status.OM_reserve_double_channel;5;1;OM en espera (Configuración doble canal);samel
saml.status.password_change_nok;1;1;Error al cambiar la clave del usuario %1%.;samel
saml.status.password_change_nok;5;1;Error al cambiar la clave del usuario %1%.;samel
saml.status.password_change_nok_conf;1;1;Error al cambiar la clave del usuario %1%. Fallo en la confirmación de la clave.;samel
saml.status.password_change_nok_conf;5;1;Error al cambiar la clave del usuario %1%. Fallo en la confirmación de la clave.;samel
saml.status.password_change_ok;1;1;Clave del usuario %1% cambiada con éxito.;samel
saml.status.password_change_ok;5;1;Clave del usuario %1% cambiada con éxito.;samel
saml.status.printer_active;1;1;Impresora %1% activa.;samel
saml.status.printer_active;5;1;Impresora %1% activa.;samel
saml.status.printer_available;1;1;La impresora vuelve a estar disponible.;samel
saml.status.printer_available;5;1;La impresora vuelve a estar disponible.;samel
saml.status.printer_file_printed;1;1;Fichero impreso.;samel
saml.status.printer_file_printed;5;1;Fichero impreso.;samel
saml.status.printer_file_printing;1;1;Imprimiendo fichero %1%...;samel
saml.status.printer_file_printing;5;1;Imprimiendo fichero %1%...;samel
saml.status.printer_inactive;1;1;Impresora inactiva.;samel
saml.status.printer_inactive;5;1;Impresora inactiva.;samel
saml.status.printer_not_available;1;1;Impresora no disponible.;samel
saml.status.printer_not_available;5;1;Impresora no disponible.;samel
saml.status.PS_energy_failure;1;1;Alimentación en  fallo.;samel
saml.status.PS_energy_failure;5;1;Alimentación en  fallo.;samel
saml.status.PT_2_alarm_AG_supervision_nok_DR;1;1;Alarma AG - Calce %1% - Sin comprobación.;samel
saml.status.PT_2_alarm_AG_supervision_nok_DR;5;1;Alarma AG - Calce %1% - Sin comprobación.;samel
saml.status.PT_2_alarm_AG_supervision_nok_PT;1;1;Alarma AG - Aguja %1% - Sin comprobación.;samel
saml.status.PT_2_alarm_AG_supervision_nok_PT;5;1;Alarma AG - Aguja %1% - Sin comprobación.;samel
saml.status.PT_2_alarm_AG_supervision_ok_DR;1;1;Alarma AG - Calce %1% - Normalizada.;samel
saml.status.PT_2_alarm_AG_supervision_ok_DR;5;1;Alarma AG - Calce %1% - Normalizada.;samel
saml.status.PT_2_alarm_AG_supervision_ok_PT;1;1;Alarma AG - Aguja %1% - Normalizada;samel
saml.status.PT_2_alarm_AG_supervision_ok_PT;5;1;Alarma AG - Aguja %1% - Normalizada;samel
saml.status.PT_2_alarm_MA_supervision_nok_DR;1;1;Alarma MA - Calce %1% - Sin comprobación;samel
saml.status.PT_2_alarm_MA_supervision_nok_DR;5;1;Alarma MA - Calce %1% - Sin comprobación;samel
saml.status.PT_2_alarm_MA_supervision_nok_PT;1;1;Alarma MA - Aguja %1% - Sin comprobación;samel
saml.status.PT_2_alarm_MA_supervision_nok_PT;5;1;Alarma MA - Aguja %1% - Sin comprobación;samel
saml.status.PT_2_alarm_MA_supervision_ok_DR;1;1;Alarma MA - Calce %1% - Normalizada;samel
saml.status.PT_2_alarm_MA_supervision_ok_DR;5;1;Alarma MA - Calce %1% - Normalizada;samel
saml.status.PT_2_alarm_MA_supervision_ok_PT;1;1;Alarma MA - Aguja %1% - Normalizada;samel
saml.status.PT_2_alarm_MA_supervision_ok_PT;5;1;Alarma MA - Aguja %1% - Normalizada;samel
saml.status.PT_2_alarm_trailed;1;1;Alarma  Aguja - %1% - Talonada.;samel
saml.status.PT_2_alarm_trailed;5;1;Alarma  Aguja - %1% - Talonada.;samel
saml.status.PT_2_alarm_trailed_ok;1;1;Alarma  Aguja - %1% - Talonamiento normalizado.;samel
saml.status.PT_2_alarm_trailed_ok;5;1;Alarma  Aguja - %1% - Talonamiento normalizado.;samel
saml.status.PT_2_data_nok_DR;1;1;Calce %1%, sin datos.;samel
saml.status.PT_2_data_nok_DR;5;1;Calce %1%, sin datos.;samel
saml.status.PT_2_data_nok_DR_diff_pos_between_replicas;1;2;Calce %1%, sin datos. Diferentes posiciones de la tarjeta en las dos réplicas. Estado %2%.;samel
saml.status.PT_2_data_nok_DR_diff_pos_between_replicas;5;2;Calce %1%, sin datos. Diferentes posiciones de la tarjeta en las dos réplicas. Estado %2%.;samel
saml.status.PT_2_data_nok_DR_dio_test_threshold_over;1;2;Calce %1%, sin datos. Sobrepasado umbral en prueba DIO en tarjeta %2%.;samel
saml.status.PT_2_data_nok_DR_dio_test_threshold_over;5;2;Calce %1%, sin datos. Sobrepasado umbral en prueba DIO en tarjeta %2%.;samel
saml.status.PT_2_data_nok_DR_field_mask_not_allowed;1;2;Calce %1%, sin datos. Máscara no permitida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_field_mask_not_allowed;5;2;Calce %1%, sin datos. Máscara no permitida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_ic_down;1;1;Calce %1%, sin datos. IC caido.;samel
saml.status.PT_2_data_nok_DR_ic_down;5;1;Calce %1%, sin datos. IC caido.;samel
saml.status.PT_2_data_nok_DR_left_mask;1;2;Calce %1%, sin datos. Máscara a izquierdas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_left_mask;5;2;Calce %1%, sin datos. Máscara a izquierdas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_life_relay_test;1;3;Calce %1%, sin datos. Test de relé de vida fallado en puerto %2%  en tarjeta %3%.;samel
saml.status.PT_2_data_nok_DR_life_relay_test;5;3;Calce %1%, sin datos. Test de relé de vida fallado en puerto %2%  en tarjeta %3%.;samel
saml.status.PT_2_data_nok_DR_log_normal_inverse;1;2;Calce %1%, sin datos. Contador de normal-inverso en fallo en elemento %2%.;samel
saml.status.PT_2_data_nok_DR_log_normal_inverse;5;2;Calce %1%, sin datos. Contador de normal-inverso en fallo en elemento %2%.;samel
saml.status.PT_2_data_nok_DR_motor_send_fail_to_master;1;2;Calce %1%, sin datos. Motor %2% en fallo.;samel
saml.status.PT_2_data_nok_DR_motor_send_fail_to_master;5;2;Calce %1%, sin datos. Motor %2% en fallo.;samel
saml.status.PT_2_data_nok_DR_moving_mask;1;2;Calce %1%, sin datos. Máscara de movimiento recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_moving_mask;5;2;Calce %1%, sin datos. Máscara de movimiento recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_moving_r_l_mask;1;2;Calce %1%, sin datos. Máscara de movimiento a derechas o izquierdas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_moving_r_l_mask;5;2;Calce %1%, sin datos. Máscara de movimiento a derechas o izquierdas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_moving_trailed_mask;1;2;Calce %1%, sin datos. Máscara de movimiento talonado recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_moving_trailed_mask;5;2;Calce %1%, sin datos. Máscara de movimiento talonado recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_no_end_mask;1;2;Calce %1%, sin datos. Máscara de no fin recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_no_end_mask;5;2;Calce %1%, sin datos. Máscara de no fin recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_no_end_trailed_mask;1;2;Calce %1%, sin datos. Máscara de no fin de talonamiento recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_no_end_trailed_mask;5;2;Calce %1%, sin datos. Máscara de no fin de talonamiento recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_pt_back_to_init_pos;1;2;Calce %1%, sin datos. Vuelta a la posición inicial. Máscara de posición: %2%.;samel
saml.status.PT_2_data_nok_DR_pt_back_to_init_pos;5;2;Calce %1%, sin datos. Vuelta a la posición inicial. Máscara de posición: %2%.;samel
saml.status.PT_2_data_nok_DR_right_mask;1;2;Calce %1%, sin datos. Máscara a derechas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_right_mask;5;2;Calce %1%, sin datos. Máscara a derechas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_DR_several_motors_no_same_pos;1;2;Calce %1%, sin datos. Motor %2% no está en la misma posición que el resto.;samel
saml.status.PT_2_data_nok_DR_several_motors_no_same_pos;5;2;Calce %1%, sin datos. Motor %2% no está en la misma posición que el resto.;samel
saml.status.PT_2_data_nok_DR_start_up_field_mask;1;2;Calce %1%, sin datos. Máscara %2% errónea.;samel
saml.status.PT_2_data_nok_DR_start_up_field_mask;5;2;Calce %1%, sin datos. Máscara %2% errónea.;samel
saml.status.PT_2_data_nok_DR_timeout_for_life_relay_test;1;2;Calce %1%, sin datos. Expiración del test de relé de vida en la tarjeta %2%.;samel
saml.status.PT_2_data_nok_DR_timeout_for_life_relay_test;5;2;Calce %1%, sin datos. Expiración del test de relé de vida en la tarjeta %2%.;samel
saml.status.PT_2_data_nok_DR_unknown_maintenance_code;1;4;Calce %1%, sin datos. Código de mantenimiento:%2% Info1:%3% Info2:%4%.;samel
saml.status.PT_2_data_nok_DR_unknown_maintenance_code;5;4;Calce %1%, sin datos. Código de mantenimiento:%2% Info1:%3% Info2:%4%.;samel
saml.status.PT_2_data_nok_DR_validate_eio_input_changes;1;2;Calce %1%, sin datos. Datos diferentes recibidos de las replicas en dos muestras consecutivas. Número de contacto %2%.;samel
saml.status.PT_2_data_nok_DR_validate_eio_input_changes;5;2;Calce %1%, sin datos. Datos diferentes recibidos de las replicas en dos muestras consecutivas. Número de contacto %2%.;samel
saml.status.PT_2_data_nok_DR_validate_eio_output_changes;1;2;Calce %1%, sin datos. Datos de salida diferentes recibidos de las replicas en dos muestras consecutivas. Estado %2%.;samel
saml.status.PT_2_data_nok_DR_validate_eio_output_changes;5;2;Calce %1%, sin datos. Datos de salida diferentes recibidos de las replicas en dos muestras consecutivas. Estado %2%.;samel
saml.status.PT_2_data_nok_DR_wrong_pos_value;1;2;Calce %1%, sin datos. Posición errónea. Estado %2%.;samel
saml.status.PT_2_data_nok_DR_wrong_pos_value;5;2;Calce %1%, sin datos. Posición errónea. Estado %2%.;samel
saml.status.PT_2_data_nok_PT;1;1;Aguja %1%, sin datos.;samel
saml.status.PT_2_data_nok_PT;5;1;Aguja %1%, sin datos.;samel
saml.status.PT_2_data_nok_PT_diff_pos_between_replicas;1;2;Aguja %1%, sin datos. Diferentes posiciones de la tarjeta en las dos réplicas. Estado %2%.;samel
saml.status.PT_2_data_nok_PT_diff_pos_between_replicas;5;2;Aguja %1%, sin datos. Diferentes posiciones de la tarjeta en las dos réplicas. Estado %2%.;samel
saml.status.PT_2_data_nok_PT_dio_test_threshold_over;1;2;Aguja %1%, sin datos. Sobrepasado umbral en prueba DIO en tarjeta %2%.;samel
saml.status.PT_2_data_nok_PT_dio_test_threshold_over;5;2;Aguja %1%, sin datos. Sobrepasado umbral en prueba DIO en tarjeta %2%.;samel
saml.status.PT_2_data_nok_PT_field_mask_not_allowed;1;2;Aguja %1%, sin datos. Máscara no permitida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_field_mask_not_allowed;5;2;Aguja %1%, sin datos. Máscara no permitida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_ic_down;1;1;Aguja %1%, sin datos. IC caido.;samel
saml.status.PT_2_data_nok_PT_ic_down;5;1;Aguja %1%, sin datos. IC caido.;samel
saml.status.PT_2_data_nok_PT_left_mask;1;2;Aguja %1%, sin datos. Máscara a izquierdas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_left_mask;5;2;Aguja %1%, sin datos. Máscara a izquierdas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_life_relay_test;1;3;Aguja %1%, sin datos. Test de relé de vida fallado en puerto %2% en tarjeta %3%.;samel
saml.status.PT_2_data_nok_PT_life_relay_test;5;3;Aguja %1%, sin datos. Test de relé de vida fallado en puerto %2% en tarjeta %3%.;samel
saml.status.PT_2_data_nok_PT_log_normal_inverse;1;2;Aguja %1%, sin datos. Contador de normal-inverso en fallo en elemento %2%.;samel
saml.status.PT_2_data_nok_PT_log_normal_inverse;5;2;Aguja %1%, sin datos. Contador de normal-inverso en fallo en elemento %2%.;samel
saml.status.PT_2_data_nok_PT_motor_send_fail_to_master;1;2;Aguja %1%, sin datos. Motor %2% en fallo.;samel
saml.status.PT_2_data_nok_PT_motor_send_fail_to_master;5;2;Aguja %1%, sin datos. Motor %2% en fallo.;samel
saml.status.PT_2_data_nok_PT_moving_mask;1;2;Aguja %1%, sin datos. Máscara de movimiento recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_moving_mask;5;2;Aguja %1%, sin datos. Máscara de movimiento recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_moving_r_l_mask;1;2;Aguja %1%, sin datos. Máscara de movimiento a derechas o izquierdas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_moving_r_l_mask;5;2;Aguja %1%, sin datos. Máscara de movimiento a derechas o izquierdas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_moving_trailed_mask;1;2;Aguja %1%, sin datos. Máscara de movimiento talonado recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_moving_trailed_mask;5;2;Aguja %1%, sin datos. Máscara de movimiento talonado recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_no_end_mask;1;2;Aguja %1%, sin datos. Máscara de no fin recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_no_end_mask;5;2;Aguja %1%, sin datos. Máscara de no fin recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_no_end_trailed_mask;1;2;Aguja %1%, sin datos. Máscara de no fin de talonamiento recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_no_end_trailed_mask;5;2;Aguja %1%, sin datos. Máscara de no fin de talonamiento recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_pt_back_to_init_pos;1;2;Aguja %1%, sin datos. Vuelta a la posición inicial. Máscara de posición: %2%.;samel
saml.status.PT_2_data_nok_PT_pt_back_to_init_pos;5;2;Aguja %1%, sin datos. Vuelta a la posición inicial. Máscara de posición: %2%.;samel
saml.status.PT_2_data_nok_PT_right_mask;1;2;Aguja %1%, sin datos. Máscara a derechas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_right_mask;5;2;Aguja %1%, sin datos. Máscara a derechas recibida en estado %2%.;samel
saml.status.PT_2_data_nok_PT_several_motors_no_same_pos;1;2;Aguja %1%, sin datos. Motor %2% no está en la misma posición que el resto.;samel
saml.status.PT_2_data_nok_PT_several_motors_no_same_pos;5;2;Aguja %1%, sin datos. Motor %2% no está en la misma posición que el resto.;samel
saml.status.PT_2_data_nok_PT_start_up_field_mask;1;2;Aguja %1%, sin datos. Máscara %2% errónea.;samel
saml.status.PT_2_data_nok_PT_start_up_field_mask;5;2;Aguja %1%, sin datos. Máscara %2% errónea.;samel
saml.status.PT_2_data_nok_PT_timeout_for_life_relay_test;1;2;Aguja %1%, sin datos. Expiración del test de relé de vida en la tarjeta %2%.;samel
saml.status.PT_2_data_nok_PT_timeout_for_life_relay_test;5;2;Aguja %1%, sin datos. Expiración del test de relé de vida en la tarjeta %2%.;samel
saml.status.PT_2_data_nok_PT_unknown_maintenance_code;1;4;Aguja %1%, sin datos. Código de mantenimiento:%2% Info1:%3% Info2:%4%.;samel
saml.status.PT_2_data_nok_PT_unknown_maintenance_code;5;4;Aguja %1%, sin datos. Código de mantenimiento:%2% Info1:%3% Info2:%4%.;samel
saml.status.PT_2_data_nok_PT_validate_eio_input_changes;1;2;Aguja %1%, sin datos. Datos diferentes recibidos de las replicas en dos muestras consecutivas. Número de contacto %2%.;samel
saml.status.PT_2_data_nok_PT_validate_eio_input_changes;5;2;Aguja %1%, sin datos. Datos diferentes recibidos de las replicas en dos muestras consecutivas. Número de contacto %2%.;samel
saml.status.PT_2_data_nok_PT_validate_eio_output_changes;1;2;Aguja %1%, sin datos. Datos de salida diferentes recibidos de las replicas en dos muestras consecutivas. Estado %2%.;samel
saml.status.PT_2_data_nok_PT_validate_eio_output_changes;5;2;Aguja %1%, sin datos. Datos de salida diferentes recibidos de las replicas en dos muestras consecutivas. Estado %2%.;samel
saml.status.PT_2_data_nok_PT_wrong_pos_value;1;2;Aguja %1%, sin datos. Posición errónea. Estado %2%.;samel
saml.status.PT_2_data_nok_PT_wrong_pos_value;5;2;Aguja %1%, sin datos. Posición errónea. Estado %2%.;samel
saml.status.PT_2_data_ok_DR;1;1;Calce %1%, datos en orden.;samel
saml.status.PT_2_data_ok_DR;5;1;Calce %1%, datos en orden.;samel
saml.status.PT_2_data_ok_PT;1;1;Aguja %1%, datos en orden.;samel
saml.status.PT_2_data_ok_PT;5;1;Aguja %1%, datos en orden.;samel
saml.status.PT_2_engine_nok_DR;1;2;Motor %2% de calce %1% en fallo.;samel
saml.status.PT_2_engine_nok_DR;5;2;Motor %2% de calce %1% en fallo.;samel
saml.status.PT_2_engine_nok_PT;1;2;Motor %2% de aguja %1% en fallo.;samel
saml.status.PT_2_engine_nok_PT;5;2;Motor %2% de aguja %1% en fallo.;samel
saml.status.PT_2_engine_ok_1_DR;1;1;Motores de calce %1% en orden.;samel
saml.status.PT_2_engine_ok_1_DR;5;1;Motores de calce %1% en orden.;samel
saml.status.PT_2_engine_ok_1_PT;1;1;Motores de aguja %1% en orden.;samel
saml.status.PT_2_engine_ok_1_PT;5;1;Motores de aguja %1% en orden.;samel
saml.status.PT_2_engine_ok_DR;1;2;Motor %2% de calce %1% en orden.;samel
saml.status.PT_2_engine_ok_DR;5;2;Motor %2% de calce %1% en orden.;samel
saml.status.PT_2_engine_ok_PT;1;2;Motor %2% de aguja %1% en orden.;samel
saml.status.PT_2_engine_ok_PT;5;2;Motor %2% de aguja %1% en orden.;samel
saml.status.PT_2_failure_1_DR;1;1;Calce %1% en fallo.;samel
saml.status.PT_2_failure_1_DR;5;1;Calce %1% en fallo.;samel
saml.status.PT_2_failure_1_PT;1;1;Aguja %1% en fallo.;samel
saml.status.PT_2_failure_1_PT;5;1;Aguja %1% en fallo.;samel
saml.status.PT_2_failure_2_DR;1;1;Calce %1% en fallo.;samel
saml.status.PT_2_failure_2_DR;5;1;Calce %1% en fallo.;samel
saml.status.PT_2_failure_2_PT;1;1;Aguja %1% en fallo.;samel
saml.status.PT_2_failure_2_PT;5;1;Aguja %1% en fallo.;samel
saml.status.PT_2_failure_3_DR;1;1;Calce %1% en fallo.;samel
saml.status.PT_2_failure_3_DR;5;1;Calce %1% en fallo.;samel
saml.status.PT_2_failure_3_PT;1;1;Aguja %1% en fallo.;samel
saml.status.PT_2_failure_3_PT;5;1;Aguja %1% en fallo.;samel
saml.status.PT_2_failure_4_DR;1;1;Calce %1% en fallo.;samel
saml.status.PT_2_failure_4_DR;5;1;Calce %1% en fallo.;samel
saml.status.PT_2_failure_4_PT;1;1;Aguja %1% en fallo.;samel
saml.status.PT_2_failure_4_PT;5;1;Aguja %1% en fallo.;samel
saml.status.PT_2_no_energy_to_move_DR;1;1;Calce %1% sin energia disponible para movimiento.;samel
saml.status.PT_2_no_energy_to_move_DR;5;1;Calce %1% sin energia disponible para movimiento.;samel
saml.status.PT_2_no_energy_to_move_PT;1;1;Aguja %1% sin energia disponible para movimiento.;samel
saml.status.PT_2_no_energy_to_move_PT;5;1;Aguja %1% sin energia disponible para movimiento.;samel
saml.status.PT_2_not_in_normal_position_1_DR;1;1;Calce %1% no está en posición normal.;samel
saml.status.PT_2_not_in_normal_position_1_DR;5;1;Calce %1% no está en posición normal.;samel
saml.status.PT_2_not_in_normal_position_1_PT;1;1;Aguja %1% no está en posición normal.;samel
saml.status.PT_2_not_in_normal_position_1_PT;5;1;Aguja %1% no está en posición normal.;samel
saml.status.PT_2_not_in_normal_position_2_DR;1;1;Calce %1% no está en posición normal.;samel
saml.status.PT_2_not_in_normal_position_2_DR;5;1;Calce %1% no está en posición normal.;samel
saml.status.PT_2_not_in_normal_position_2_PT;1;1;Aguja %1% no está en posición normal.;samel
saml.status.PT_2_not_in_normal_position_2_PT;5;1;Aguja %1% no está en posición normal.;samel
saml.status.PT_2_ok_1_DR;1;1;Calce %1% en orden.;samel
saml.status.PT_2_ok_1_DR;5;1;Calce %1% en orden.;samel
saml.status.PT_2_ok_1_PT;1;1;Aguja %1% en orden.;samel
saml.status.PT_2_ok_1_PT;5;1;Aguja %1% en orden.;samel
saml.status.PT_2_ok_2_DR;1;1;Calce %1% en orden.;samel
saml.status.PT_2_ok_2_DR;5;1;Calce %1% en orden.;samel
saml.status.PT_2_ok_2_PT;1;1;Aguja %1% en orden.;samel
saml.status.PT_2_ok_2_PT;5;1;Aguja %1% en orden.;samel
saml.status.PT_2_sensor_failure_DR;1;1;Sensor de rueda de calce %1% en fallo.;samel
saml.status.PT_2_sensor_failure_DR;5;1;Sensor de rueda de calce %1% en fallo.;samel
saml.status.PT_2_sensor_failure_ok_DR;1;1;Sensor de rueda de calce %1% recuperado.;samel
saml.status.PT_2_sensor_failure_ok_DR;5;1;Sensor de rueda de calce %1% recuperado.;samel
saml.status.PT_2_sensor_failure_ok_PT;1;1;Sensor de rueda de aguja %1% recuperado.;samel
saml.status.PT_2_sensor_failure_ok_PT;5;1;Sensor de rueda de aguja %1% recuperado.;samel
saml.status.PT_2_sensor_failure_PT;1;1;Sensor de rueda de aguja %1% en fallo.;samel
saml.status.PT_2_sensor_failure_PT;5;1;Sensor de rueda de aguja %1% en fallo.;samel
saml.status.PT_2_sensor_opposite_position_not_detected_DR;1;1;Sensor de rueda de calce %1% no detecta posición contraria.;samel
saml.status.PT_2_sensor_opposite_position_not_detected_DR;5;1;Sensor de rueda de calce %1% no detecta posición contraria.;samel
saml.status.PT_2_sensor_opposite_position_not_detected_PT;1;1;Sensor de rueda de aguja %1% no detecta posición contraria.;samel
saml.status.PT_2_sensor_opposite_position_not_detected_PT;5;1;Sensor de rueda de aguja %1% no detecta posición contraria.;samel
saml.status.PT_2_trailed_3_DR;1;1;Calce %1% talonado.;samel
saml.status.PT_2_trailed_3_DR;5;1;Calce %1% talonado.;samel
saml.status.PT_2_trailed_3_PT;1;1;Aguja %1% talonada.;samel
saml.status.PT_2_trailed_3_PT;5;1;Aguja %1% talonada.;samel
saml.status.PT_2_trailed_4_DR;1;1;Calce %1% talonado.;samel
saml.status.PT_2_trailed_4_DR;5;1;Calce %1% talonado.;samel
saml.status.PT_2_trailed_4_PT;1;1;Aguja %1% talonada.;samel
saml.status.PT_2_trailed_4_PT;5;1;Aguja %1% talonada.;samel
saml.status.PT_2_trailed_nok_DR;1;1;Calce %1%, talonado.;samel
saml.status.PT_2_trailed_nok_DR;5;1;Calce %1%, talonado.;samel
saml.status.PT_2_trailed_nok_PT;1;1;Aguja %1%, talonada.;samel
saml.status.PT_2_trailed_nok_PT;5;1;Aguja %1%, talonada.;samel
saml.status.PT_2_trailed_ok_DR;1;1;Calce %1%, no talonado.;samel
saml.status.PT_2_trailed_ok_DR;5;1;Calce %1%, no talonado.;samel
saml.status.PT_2_trailed_ok_PT;1;1;Aguja %1%, no talonada.;samel
saml.status.PT_2_trailed_ok_PT;5;1;Aguja %1%, no talonada.;samel
saml.status.PT_2_without_supervision_2_DR;1;1;Calce %1% sin supervisión.;samel
saml.status.PT_2_without_supervision_2_DR;5;1;Calce %1% sin supervisión.;samel
saml.status.PT_2_without_supervision_2_PT;1;1;Aguja %1% sin supervisión.;samel
saml.status.PT_2_without_supervision_2_PT;5;1;Aguja %1% sin supervisión.;samel
saml.status.PT_2_without_supervision_3_DR;1;1;Calce %1% sin supervisión.;samel
saml.status.PT_2_without_supervision_3_DR;5;1;Calce %1% sin supervisión.;samel
saml.status.PT_2_without_supervision_3_PT;1;1;Aguja %1% sin supervisión.;samel
saml.status.PT_2_without_supervision_3_PT;5;1;Aguja %1% sin supervisión.;samel
saml.status.PT_alarm_AG_supervision_nok;1;1;Alarma AG - Aguja %1% - Sin comprobación;samel
saml.status.PT_alarm_AG_supervision_nok;5;1;Alarma AG - Aguja %1% - Sin comprobación;samel
saml.status.PT_alarm_AG_supervision_ok;1;1;Alarma AG - Aguja %1% - Normalizada;samel
saml.status.PT_alarm_AG_supervision_ok;5;1;Alarma AG - Aguja %1% - Normalizada;samel
saml.status.PT_alarm_MA_supervision_nok;1;1;Alarma MA - Aguja %1% - Sin comprobación;samel
saml.status.PT_alarm_MA_supervision_nok;5;1;Alarma MA - Aguja %1% - Sin comprobación;samel
saml.status.PT_alarm_MA_supervision_ok;1;1;Alarma MA - Aguja %1% - Normalizada;samel
saml.status.PT_alarm_MA_supervision_ok;5;1;Alarma MA - Aguja %1% - Normalizada;samel
saml.status.PT_alarm_trailed;1;1;Alarma  Aguja - %1% - Talonada.;samel
saml.status.PT_alarm_trailed;5;1;Alarma  Aguja - %1% - Talonada.;samel
saml.status.PT_alarm_trailed_ok;1;1;Alarma  Aguja - %1% - Talonamiento normalizado.;samel
saml.status.PT_alarm_trailed_ok;5;1;Alarma  Aguja - %1% - Talonamiento normalizado.;samel
saml.status.PT_data_nok;1;1;Aguja %1%, sin datos.;samel
saml.status.PT_data_nok;5;1;Aguja %1%, sin datos.;samel
saml.status.PT_data_ok;1;1;Aguja %1%, datos en orden.;samel
saml.status.PT_data_ok;5;1;Aguja %1%, datos en orden.;samel
saml.status.PT_engine_nok;1;2;Motor %1% de aguja %2% en fallo.;samel
saml.status.PT_engine_nok;5;2;Motor %1% de aguja %2% en fallo.;samel
saml.status.PT_engine_ok;1;2;Motor %1% de aguja %2% en orden.;samel
saml.status.PT_engine_ok;5;2;Motor %1% de aguja %2% en orden.;samel
saml.status.PT_engine_ok_1;1;1;Motores de aguja %1% en orden.;samel
saml.status.PT_engine_ok_1;5;1;Motores de aguja %1% en orden.;samel
saml.status.PT_failure_1;1;1;Aguja %1% en fallo.;samel
saml.status.PT_failure_1;5;1;Aguja %1% en fallo.;samel
saml.status.PT_failure_2;1;1;Aguja %1% en fallo.;samel
saml.status.PT_failure_2;5;1;Aguja %1% en fallo.;samel
saml.status.PT_failure_3;1;1;Aguja %1% en fallo.;samel
saml.status.PT_failure_3;5;1;Aguja %1% en fallo.;samel
saml.status.PT_failure_4;1;1;Aguja %1% en fallo.;samel
saml.status.PT_failure_4;5;1;Aguja %1% en fallo.;samel
saml.status.PT_no_energy_to_move;1;1;Aguja %1% sin energia disponible para movimiento.;samel
saml.status.PT_no_energy_to_move;5;1;Aguja %1% sin energia disponible para movimiento.;samel
saml.status.PT_not_in_normal_position_1;1;1;Aguja %1% no está en posición normal.;samel
saml.status.PT_not_in_normal_position_1;5;1;Aguja %1% no está en posición normal.;samel
saml.status.PT_not_in_normal_position_2;1;1;Aguja %1% no está en posición normal.;samel
saml.status.PT_not_in_normal_position_2;5;1;Aguja %1% no está en posición normal.;samel
